Ticker,ETH-USD,ETH-USD,ETH-USD,ETH-USD,ETH-USD,USDT-USD,USDT-USD,USDT-USD,USDT-USD,USDT-USD,DOGE-USD,DOGE-USD,DOGE-USD,DOGE-USD,DOGE-USD,SOL-USD,SOL-USD,SOL-USD,SOL-USD,SOL-USD,BTC-USD,BTC-USD,BTC-USD,BTC-USD,BTC-USD
2020-10-24,409.7672424316406,416.59967041015625,407.8517150878906,412.4576110839844,12201739194,1.0006569623947144,1.0013129711151123,1.0006309747695923,1.0009089708328247,38024192721,0.0026469998992979527,0.002652999944984913,0.002623999956995249,0.0026459998916834593,44797614,1.960034966468811,1.961650013923645,1.8823440074920654,1.9118280410766602,7581827,12931.57421875,13145.06640625,12885.7470703125,13108.0625,24542317940
2020-10-25,412.4576416015625,417.1592102050781,405.35064697265625,406.2177734375,10890207469,1.0009089708328247,1.0012869834899902,1.0006990432739258,1.0007209777832031,37992408340,0.002644999884068966,0.0026759998872876167,0.002623999956995249,0.002652999944984913,58532388,1.9118280410766602,1.922942042350769,1.7686439752578735,1.7874590158462524,9092334,13108.0634765625,13329.18359375,12910.0615234375,13031.173828125,24406920575
2020-10-26,406.2179870605469,411.2798767089844,383.78289794921875,393.8883056640625,15155684229,1.0007209777832031,1.0011650323867798,1.0004969835281372,1.00095796585083,53856600950,0.002652999944984913,0.0028929999098181725,0.0026360000483691692,0.002678999910131097,122152251,1.7874590158462524,1.8629900217056274,1.6293649673461914,1.6854660511016846,13396736,13031.201171875,13225.2978515625,12822.3828125,13075.248046875,29461458313
2020-10-27,393.88818359375,409.7728576660156,390.60845947265625,403.9970397949219,13940434102,1.00095796585083,1.0009770393371582,1.0001829862594604,1.0002230405807495,50594554703,0.002678999910131097,0.002707999898120761,0.002630000002682209,0.00267699989490211,78927089,1.6854660511016846,1.7454030513763428,1.605286955833435,1.7102320194244385,14384427,13075.2421875,13759.6689453125,13060.837890625,13654.21875,33749878156
2020-10-28,403.9971008300781,408.9647521972656,381.1463317871094,388.6507568359375,15276441134,1.0002230405807495,1.0005500316619873,1.0000590085983276,1.0003399848937988,54295663450,0.00267699989490211,0.0026970000471919775,0.002575000049546361,0.0025949999690055847,72848720,1.7102320194244385,1.719027042388916,1.3945720195770264,1.4900530576705933,17089719,13654.21484375,13837.6953125,12932.2509765625,13271.28515625,35867318895
2020-10-29,388.65106201171875,393.2276916503906,381.28875732421875,386.7301025390625,12920477749,1.0003399848937988,1.0006920099258423,1.000033974647522,1.0003490447998047,45899362605,0.0025949999690055847,0.0026229999493807554,0.002518000081181526,0.002581000095233321,58929515,1.4900530576705933,1.5668920278549194,1.4124259948730469,1.4289360046386719,8024138,13271.298828125,13612.0478515625,12980.0595703125,13437.8828125,56499499598
2020-10-30,386.7302551269531,391.4647216796875,375.0924072265625,382.8199768066406,13688056970,1.0003490447998047,1.0010910034179688,1.0001599788665771,1.0009039640426636,48310061722,0.002581000095233321,0.002607000060379505,0.002532999962568283,0.002597999991849065,63444097,1.4289360046386719,1.4673190116882324,1.3422130346298218,1.4413360357284546,8528336,13437.8740234375,13651.5166015625,13136.1982421875,13546.5224609375,30581485201
2020-10-31,382.8200378417969,393.0101318359375,381.2952575683594,386.59033203125,11276963426,1.0009039640426636,1.0009210109710693,1.0001260042190552,1.0002000331878662,42514424089,0.002597999991849065,0.0026030000299215317,0.002555999904870987,0.0025760000571608543,56189318,1.4413360357284546,1.54932701587677,1.429893970489502,1.5406999588012695,6449388,13546.5322265625,14028.2138671875,13457.5302734375,13780.9951171875,30306464719
2020-11-01,386.59033203125,397.1161193847656,385.16552734375,396.3581848144531,10475146018,1.0002000331878662,1.000538945198059,1.0001200437545776,1.000378966331482,34361640768,0.0025760000571608543,0.002589999930933118,0.002560999942943454,0.0025820001028478146,45528682,1.5406999588012695,1.6379029750823975,1.5135430097579956,1.5998400449752808,6877557,13780.9951171875,13862.033203125,13628.3779296875,13737.109375,24453857900
2020-11-02,396.3559875488281,403.2407531738281,381.01763916015625,383.15673828125,13997574252,1.000378966331482,1.0006519556045532,1.0000940561294556,1.0005229711532593,47077503200,0.0025820001028478146,0.0025919999461621046,0.002515000058338046,0.002517000073567033,50142376,1.5998400449752808,1.63018000125885,1.4676949977874756,1.474071979522705,6366346,13737.0322265625,13808.3232421875,13243.16015625,13550.4892578125,30771455468
2020-11-03,383.1560363769531,389.515380859375,371.312744140625,387.6021728515625,12588494762,1.0005229711532593,1.0007719993591309,0.9999290108680725,1.0005520582199097,45019168827,0.002517000073567033,0.002529999939724803,0.002452000044286251,0.0025279999244958162,62871653,1.474071979522705,1.4805010557174683,1.4121860265731812,1.4122339487075806,6536977,13550.451171875,13984.9814453125,13325.44140625,13950.30078125,29869951617
2020-11-04,387.60321044921875,407.6656494140625,377.8276062011719,402.1419982910156,15126077675,1.0005520582199097,1.001127004623413,1.0000460147857666,1.0010789632797241,51351488942,0.0025279999244958162,0.0025579999200999737,0.0024969999212771654,0.002532999962568283,52552651,1.4122339487075806,1.4128979444503784,1.2818679809570312,1.3922549486160278,11406316,13950.48828125,14218.7666015625,13580.4716796875,14133.70703125,35116364962
2020-11-05,402.1429443359375,417.52593994140625,397.2458190917969,414.0673522949219,15440711038,1.0010789632797241,1.0011190176010132,1.0003759860992432,1.0004199743270874,50361326125,0.002532999962568283,0.0026390000712126493,0.002495999913662672,0.002616999903693795,31611963,1.3922549486160278,1.4861700534820557,1.3038250207901,1.4052180051803589,8924132,14133.7333984375,15706.404296875,14102.0888671875,15579.8486328125,40856321439
2020-11-06,414.06671142578125,456.20062255859375,412.9822998046875,454.71929931640625,16738305610,1.0004199743270874,1.0008050203323364,0.9996140003204346,1.0002959966659546,52898738178,0.002616999903693795,0.0028009999077767134,0.0026080000679939985,0.0027600000612437725,54267546,1.4052180051803589,1.9407069683074951,1.4000109434127808,1.9137400388717651,22547497,15579.7294921875,15903.4375,15226.83984375,15565.880859375,39837841971
2020-11-07,454.7225646972656,465.67547607421875,428.45635986328125,435.713134765625,18873289788,1.0002959966659546,1.0018470287322998,1.000108003616333,1.0015759468078613,56226369647,0.0027600000612437725,0.002819000044837594,0.002612000098451972,0.0026710000820457935,44610219,1.9137400388717651,2.4813690185546875,1.8448309898376465,2.031964063644409,51426100,15565.880859375,15737.095703125,14423.203125,14833.75390625,35024953706
2020-11-08,435.71881103515625,457.78045654296875,433.1537780761719,453.5547790527344,11292383601,1.0015759468078613,1.0017770528793335,1.0004539489746094,1.000846028327942,36518314883,0.0026710000820457935,0.002741999924182892,0.0026579999830573797,0.002710999920964241,22754531,2.031964063644409,2.2647790908813477,1.9744019508361816,2.1565980911254883,25931043,14833.75390625,15637.3203125,14744.1103515625,15479.5673828125,26632075029
2020-11-09,453.57415771484375,457.349609375,435.16387939453125,444.1630554199219,13704320630,1.000846028327942,1.0013970136642456,1.0005040168762207,1.0006530284881592,46110330836,0.002710999920964241,0.0027860000263899565,0.0026630000211298466,0.0026700000744313,28124348,2.1565980911254883,2.1893129348754883,1.958752989768982,2.0286519527435303,18210626,15479.595703125,15785.13671875,14865.529296875,15332.3154296875,34149115566
2020-11-10,444.1663818359375,453.75836181640625,439.6001281738281,449.67962646484375,12090381666,1.0006530284881592,1.0012919902801514,1.000357985496521,1.001127004623413,38577912936,0.0026700000744313,0.0028510000556707382,0.0026549999602138996,0.002753000007942319,39633173,2.0286519527435303,2.307987928390503,2.0123209953308105,2.2479870319366455,16170833,15332.3505859375,15450.3291015625,15124.9599609375,15290.90234375,25574938143
2020-11-11,449.6796569824219,473.578857421875,449.5249328613281,462.9605407714844,14075403511,1.001127004623413,1.0014539957046509,1.0007970333099365,1.000985026359558,42668662479,0.002753000007942319,0.002836999949067831,0.002753000007942319,0.002768999896943569,33138759,2.2479870319366455,2.2841410636901855,1.9741649627685547,2.0021250247955322,13877949,15290.9091796875,15916.2607421875,15290.0068359375,15701.33984375,29772374934
2020-11-12,462.95953369140625,467.6778259277344,452.0724182128906,461.0052795410156,12877327234,1.000985026359558,1.0014359951019287,1.0004210472106934,1.0005090236663818,43616955783,0.002768999896943569,0.0027910000644624233,0.0027469999622553587,0.002778999973088503,24028261,2.0021250247955322,2.050297975540161,1.8317279815673828,1.8991379737854004,11506048,15701.298828125,16305.00390625,15534.771484375,16276.34375,34175758344
2020-11-13,461.0054931640625,475.2172546386719,457.2982482910156,474.6264343261719,13191505725,1.0005090236663818,1.0010700225830078,1.000188946723938,1.00034499168396,43464032776,0.002778999973088503,0.0028359999414533377,0.002776999957859516,0.0028210000600665808,29217750,1.8991379737854004,2.0611159801483154,1.8991379737854004,2.020792007446289,11621744,16276.4404296875,16463.177734375,15992.15234375,16317.80859375,31599492172
2020-11-14,474.6264343261719,475.16143798828125,452.986083984375,460.14984130859375,10312037942,1.00034499168396,1.0005650520324707,0.999305009841919,1.0002880096435547,37625148237,0.0028210000600665808,0.0028210000600665808,0.0027209999971091747,0.0027729999274015427,30334380,2.020792007446289,2.0334908962249756,1.8752789497375488,1.9170160293579102,8134593,16317.80859375,16317.80859375,15749.193359375,16068.138671875,27481710135
2020-11-15,460.14990234375,460.99407958984375,440.25433349609375,447.55908203125,10308617165,1.0002880096435547,1.000810980796814,0.9999939799308777,1.000646948814392,34845215193,0.0027729999274015427,0.002812999999150634,0.0027389999013394117,0.0027749999426305294,25131683,1.9170160293579102,2.209059000015259,1.9168479442596436,2.04323410987854,18621333,16068.1396484375,16123.1103515625,15793.5341796875,15955.587890625,23653867583
2020-11-16,447.5589904785156,463.8310241699219,445.5016174316406,459.9403076171875,11441239444,1.000646948814392,1.0009210109710693,1.0002089738845825,1.0004119873046875,43959721427,0.0027749999426305294,0.0030090000946074724,0.0027570000384002924,0.0028860000893473625,52063283,2.04323410987854,2.36021089553833,1.9948530197143555,2.255354881286621,22156135,15955.5771484375,16816.181640625,15880.7060546875,16716.111328125,31526766675
2020-11-17,464.4066467285156,482.2322082519531,460.776611328125,480.3600769042969,14593057877,1.0004429817199707,1.0008670091629028,0.9998329877853394,1.0008399486541748,55094987084,0.002908000024035573,0.002976000076159835,0.0028860000893473625,0.0029360000044107437,46631464,2.2810800075531006,2.318186044692993,2.1325900554656982,2.202181100845337,17074175,16685.69140625,17782.919921875,16564.544921875,17645.40625,39006849170
2020-11-18,480.3468322753906,491.9999084472656,465.8309631347656,479.48406982421875,17880199224,1.0008399486541748,1.0013409852981567,1.0000089406967163,1.0003989934921265,68784549701,0.0029360000044107437,0.0029990000184625387,0.0028550000861287117,0.0029090000316500664,49460064,2.202181100845337,2.2059218883514404,2.012692928314209,2.1150290966033936,14629648,17645.19140625,18393.94921875,17352.90625,17804.005859375,49064800278
2020-11-19,479.48101806640625,480.1217346191406,465.7042541503906,471.63043212890625,12473929218,1.0003989934921265,1.0008280277252197,0.9998670220375061,1.0007810592651367,53334422091,0.0029090000316500664,0.002959999954327941,0.002867999952286482,0.002911000046879053,40330643,2.1150290966033936,2.1750218868255615,2.0181660652160645,2.0767691135406494,10155987,17803.861328125,18119.546875,17382.5546875,17817.08984375,36985055355
2020-11-20,471.6314697265625,513.6103515625,471.6314697265625,509.74456787109375,18629943296,1.0007810592651367,1.0008620023727417,1.0002119541168213,1.000427007675171,58285960281,0.002911000046879053,0.003011000109836459,0.002908000024035573,0.002983999904245138,57656465,2.0767691135406494,2.230391025543213,2.056972026824951,2.0953919887542725,11113990,17817.083984375,18773.2265625,17765.794921875,18621.314453125,36992873940
2020-11-21,509.7445983886719,550.2274169921875,504.2377624511719,549.4866333007812,20757099184,1.000427007675171,1.0004990100860596,0.9986389875411987,0.9988740086555481,77062206041,0.002983999904245138,0.0035490000154823065,0.002983999904245138,0.0035069999285042286,162641694,2.0953919887542725,2.4988279342651367,2.0485239028930664,2.382205009460449,20288343,18621.31640625,18936.62109375,18444.359375,18642.232421875,39650210707
2020-11-22,549.4866333007812,579.3724975585938,514.5172119140625,558.068115234375,21967049601,0.9988740086555481,1.0004589557647705,0.9980210065841675,0.9992030262947083,80187383235,0.0035069999285042286,0.003659999929368496,0.00318100000731647,0.0033289999701082706,121660410,2.382205009460449,2.4038209915161133,2.0539379119873047,2.1448450088500977,16416065,18642.232421875,18688.96875,17671.384765625,18370.001953125,41280434226
2020-11-23,558.0595092773438,609.9876098632812,551.2652587890625,608.4540405273438,27272302872,0.9992030262947083,1.0006790161132812,0.9990580081939697,1.0000920295715332,85808045491,0.0033289999701082706,0.003648000070825219,0.0032319999299943447,0.003648000070825219,101561039,2.1448450088500977,2.3515989780426025,2.1203150749206543,2.276376962661743,15487339,18370.017578125,18711.42578125,18000.796875,18364.12109375,42741112308
2020-11-24,608.5227661132812,621.1734008789062,593.8351440429688,603.8977661132812,23281758100,1.000156044960022,1.0010830163955688,0.9988340139389038,0.9998080134391785,99911012514,0.003645000047981739,0.0042039998807013035,0.003579000011086464,0.0042039998807013035,266716036,2.2772409915924072,2.466383934020996,2.1437950134277344,2.2679669857025146,25036626,18365.015625,19348.271484375,18128.65625,19107.46484375,51469565009
2020-11-25,603.9020385742188,605.0941772460938,559.67138671875,570.6866455078125,20088492893,0.9998049736022949,1.001168966293335,0.999455988407135,1.00005304813385,86889311262,0.00419999985024333,0.004255999810993671,0.003642000025138259,0.0037269999738782644,174459927,2.2694849967956543,2.4775869846343994,2.182776927947998,2.270034074783325,24870951,19104.41015625,19390.96484375,18581.146484375,18732.12109375,43710357371
2020-11-26,570.514892578125,575.6414794921875,485.497314453125,518.8011474609375,31104004592,1.000020980834961,1.0024080276489258,0.9996240139007568,1.0020350217819214,114616849233,0.0037269999738782644,0.0037930000107735395,0.0029800001066178083,0.0032500000670552254,175520294,2.2665340900421143,2.2917020320892334,1.7414929866790771,1.9030369520187378,33038223,18729.83984375,18866.28515625,16351.03515625,17150.623046875,61396835737
2020-11-27,519.1080932617188,530.7771606445312,497.24261474609375,517.4937133789062,16831105703,1.0019550323486328,1.0021120309829712,1.0006639957427979,1.0011999607086182,71012323469,0.0032500000670552254,0.0033549999352544546,0.0030930000357329845,0.003275000024586916,92323023,1.9033349752426147,1.9706530570983887,1.7803629636764526,1.8579490184783936,13307808,17153.9140625,17445.0234375,16526.423828125,17108.40234375,38886494645
2020-11-28,517.5973510742188,548.0448608398438,508.1253662109375,538.2297973632812,14770243833,1.0011810064315796,1.0015829801559448,1.000898003578186,1.001001000404358,59622219575,0.003275000024586916,0.003470000112429261,0.0032470000442117453,0.0034050000831484795,58033650,1.8598250150680542,1.939715027809143,1.8107099533081055,1.8889349699020386,11661883,17112.93359375,17853.939453125,16910.65234375,17717.4140625,32601040734
2020-11-29,538.2645874023438,576.6024169921875,531.987548828125,575.758056640625,15017517758,1.0009809732437134,1.001338005065918,1.0005990266799927,1.0008900165557861,56283936388,0.0034050000831484795,0.003530000103637576,0.0033579999580979347,0.003447999944910407,46319972,1.8879129886627197,1.9438849687576294,1.8572269678115845,1.915155053138733,6139511,17719.634765625,18283.62890625,17559.1171875,18177.484375,31133957704
2020-11-30,575.757080078125,615.2405395507812,571.5377807617188,614.842529296875,20276867833,1.0009280443191528,1.0011670589447021,0.9999799728393555,1.0003770589828491,78422057481,0.003447999944910407,0.0035800000187009573,0.003413999918848276,0.0035510000307112932,68622736,1.9151420593261719,2.0135910511016846,1.911929965019226,1.9668910503387451,8716571,18178.322265625,19749.263671875,18178.322265625,19625.8359375,47728480399
2020-12-01,615.0703125,635.1605834960938,571.7539672851562,587.3241577148438,27178964465,1.0003689527511597,1.0018279552459717,0.9997439980506897,1.0013229846954346,91231924619,0.0035510000307112932,0.0035719999577850103,0.0032689999788999557,0.003335000015795231,80163603,1.9683209657669067,2.130341053009033,1.932263970375061,1.976307988166809,12847022,19633.76953125,19845.974609375,18321.921875,18802.998046875,49633658712
2020-12-02,587.2615966796875,604.0224609375,578.7410278320312,598.3523559570312,16883292129,1.0013350248336792,1.0015339851379395,1.0002440214157104,1.0006710290908813,65320503081,0.003335000015795231,0.0034360000863671303,0.003292999928817153,0.0033740000799298286,58705661,1.9772659540176392,2.187437057495117,1.9566999673843384,2.115401029586792,15849828,18801.744140625,19308.330078125,18347.71875,19201.091796875,37387697139
2020-12-03,598.459228515625,622.4526977539062,588.3463745117188,616.708740234375,16146190946,1.0005340576171875,1.0012010335922241,1.0003900527954102,1.0008399486541748,53438971741,0.003375000087544322,0.0035000001080334187,0.0033519999124109745,0.0034280000254511833,47907032,2.117116928100586,2.2213099002838135,2.0850300788879395,2.1003708839416504,18106122,19205.92578125,19566.19140625,18925.78515625,19445.3984375,31930317405
2020-12-04,616.7227783203125,618.983154296875,569.2835083007812,569.3541870117188,16337589997,1.0008289813995361,1.0012129545211792,0.9999269843101501,1.000236988067627,57391362137,0.0034290000330656767,0.0034469999372959137,0.0032850001007318497,0.00329799996688962,45062222,2.098602056503296,2.1120710372924805,1.847344994544983,1.8559529781341553,9019864,19446.966796875,19511.404296875,18697.193359375,18699.765625,33872388058
2020-12-05,569.34765625,596.595458984375,563.1066284179688,596.595458984375,13498010566,1.0002059936523438,1.0007920265197754,0.9999819993972778,1.0005450248718262,46459783524,0.0032969999592751265,0.003413999918848276,0.0032679999712854624,0.0033970000222325325,43386583,1.8559679985046387,1.9807219505310059,1.8254940509796143,1.9787739515304565,7750781,18698.384765625,19160.44921875,18590.193359375,19154.23046875,27242455064
2020-12-06,596.5686645507812,606.7919311523438,584.4117431640625,601.9089965820312,11290893016,1.0005749464035034,1.001291036605835,1.000309944152832,1.001202940940857,41702527218,0.0033970000222325325,0.003441999899223447,0.003343000076711178,0.003387999953702092,40936574,1.9786579608917236,1.9838980436325073,1.8158539533615112,1.8542490005493164,7167230,19154.1796875,19390.5,18897.89453125,19345.12109375,25293775714
2020-12-07,601.797119140625,602.9179077148438,585.4286499023438,591.8433837890625,10720480962,1.0011910200119019,1.001263976097107,1.000241994857788,1.0005710124969482,41553114205,0.003387999953702092,0.0034000000450760126,0.0033199999015778303,0.0033420000690966845,36923814,1.8534510135650635,1.8956880569458008,1.8094849586486816,1.8311729431152344,6425070,19343.12890625,19411.828125,18931.142578125,19191.630859375,26896357742
2020-12-08,591.9008178710938,594.7515869140625,552.46923828125,554.8277587890625,14398919320,1.0005179643630981,1.0006389617919922,0.999504029750824,0.999705970287323,51018510966,0.003343000076711178,0.003360999980941415,0.003137999912723899,0.0031789999920874834,52702701,1.8312220573425293,1.8315809965133667,1.6451059579849243,1.6653519868850708,11304051,19191.529296875,19283.478515625,18269.9453125,18321.14453125,31692288756
2020-12-09,554.7929077148438,577.2883911132812,532.9984130859375,573.4791259765625,15855915840,0.9997410178184509,1.0012810230255127,0.9995790123939514,1.000383973121643,58645762362,0.0031789999920874834,0.0031820000149309635,0.0030159999150782824,0.0031580000650137663,45746722,1.6646219491958618,1.6742769479751587,1.5036760568618774,1.6623040437698364,10461119,18320.884765625,18626.29296875,17935.546875,18553.916015625,34420373071
2020-12-10,573.5040283203125,574.6001586914062,549.7840576171875,559.6785278320312,11672582040,1.0003750324249268,1.000717043876648,0.9997169971466064,1.0002529621124268,42906892986,0.0031580000650137663,0.0031649998854845762,0.003066000062972307,0.0031049998942762613,33740988,1.6624139547348022,1.6651350259780884,1.545240044593811,1.5741510391235352,6167983,18553.298828125,18553.298828125,17957.064453125,18264.9921875,25547132265
2020-12-11,559.67919921875,560.376708984375,537.8116455078125,545.79736328125,11098819124,1.0002470016479492,1.000519037246704,0.9996849894523621,1.000458002090454,46855379778,0.0031049998942762613,0.003109999932348728,0.0030090000946074724,0.0030789999291300774,41712942,1.5723659992218018,1.5767090320587158,1.4406019449234009,1.4445849657058716,8273918,18263.9296875,18268.453125,17619.533203125,18058.904296875,27919640985
2020-12-12,545.5785522460938,573.3394165039062,545.24560546875,568.5673217773438,8534557897,1.0004609823226929,1.000933051109314,1.0003509521484375,1.0004639625549316,37175152958,0.0030789999291300774,0.0031840000301599503,0.003074999898672104,0.003163000103086233,35466155,1.4415899515151978,1.5374289751052856,1.4407060146331787,1.4909119606018066,7085231,18051.3203125,18919.55078125,18046.041015625,18803.65625,21752580802
2020-12-13,568.60986328125,593.78125,564.5659790039062,589.6632080078125,9070377862,1.0004500150680542,1.0006510019302368,0.9998390078544617,0.9999520182609558,39919658599,0.0031640001107007265,0.0032740000169724226,0.0031530000269412994,0.0032560001127421856,37464323,1.4907150268554688,1.642915964126587,1.458117961883545,1.5654560327529907,8389349,18806.765625,19381.53515625,18734.33203125,19142.3828125,25450468637
2020-12-14,589.782470703125,590.4929809570312,577.118408203125,586.0111694335938,8125837102,0.9999420046806335,1.0004140138626099,0.9996489882469177,0.9999319911003113,34855969067,0.0032560001127421856,0.0032790000550448895,0.003198999911546707,0.0032309999223798513,36238516,1.5679680109024048,1.6228690147399902,1.5236979722976685,1.5916459560394287,8672052,19144.4921875,19305.099609375,19012.708984375,19246.64453125,22473997681
2020-12-15,586.0217895507812,596.2477416992188,580.6287841796875,589.3555908203125,9326645840,0.9999319911003113,1.0011320114135742,0.9998760223388672,1.0009169578552246,41060539775,0.003229999914765358,0.0032500000670552254,0.00317799998447299,0.0032059999648481607,37127782,1.5910300016403198,1.7994129657745361,1.5892629623413086,1.7606710195541382,19470080,19246.919921875,19525.0078125,19079.841796875,19417.076171875,26741982541
2020-12-16,589.378662109375,636.6403198242188,582.0391235351562,636.1818237304688,15817248373,1.0009180307388306,1.0021779537200928,0.9976850152015686,0.9999790191650391,65892006749,0.0032049999572336674,0.003421999979764223,0.003186000045388937,0.003415999934077263,50989880,1.76009202003479,1.7875839471817017,1.610018014907837,1.7835979461669922,18277631,19418.818359375,21458.908203125,19298.31640625,21310.59765625,44409011479
2020-12-17,636.1541748046875,673.834228515625,628.7493896484375,642.8689575195312,25479532147,1.0000009536743164,1.0005090236663818,0.9977179765701294,0.9998379945755005,107057692974,0.003415999934077263,0.004112999886274338,0.003406000090762973,0.0037299999967217445,172736659,1.783892035484314,1.8031200170516968,1.6552170515060425,1.6786340475082397,15461477,21308.3515625,23642.66015625,21234.67578125,22805.162109375,71378606374
